Type,Name,Valid,Air,Earth,Fire,Water,Life,Magic,Ingredient 1,,Ingredient 2,,Ingredient 3,,Ingredient 4,,Ingredient 5,,Ingredient 6,,Ingredient 7,,Ingredient 8,,Ingredient 9
minecraft,weathered_copper_door,Yes,0,288,0,0,0,0,minecraft.copper_door,1,,,,,,,,,,,,,,,
minecraft,weathered_copper_grate,Yes,0,144,0,0,0,0,minecraft.copper_grate,1,,,,,,,,,,,,,,,
minecraft,weathered_copper_trapdoor,Yes,0,432,0,0,0,0,minecraft.copper_trapdoor,1,,,,,,,,,,,,,,,
minecraft,weathered_cut_copper,Yes,0,144,0,0,0,0,minecraft.cut_copper,1,,,,,,,,,,,,,,,
minecraft,weathered_cut_copper_slab,Yes,0,72,0,0,0,0,minecraft.cut_copper_slab,1,,,,,,,,,,,,,,,
minecraft,weathered_cut_copper_stairs,Yes,0,216,0,0,0,0,minecraft.cut_copper_stairs,1,,,,,,,,,,,,,,,
minecraft,weeping_vines,Yes,0,0,0,1,2,0,minecraft.vines,1,,,,,,,,,,,,,,,
minecraft,wet_sponge,Yes,2,2,0,4,2,0,minecraft.sponge,1,util.water,1,,,,,,,,,,,,,
minecraft,wheat,Yes,4,4,0,4,4,0,,,,,,,,,,,,,,,,,
minecraft,wheat_crops,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,wheat_seeds,Yes,0,2,0,2,2,0,util.seeds,1,,,,,,,,,,,,,,,
minecraft,white_banner,Yes,48,0,0,48,48,0,util.banner,1,,,,,,,,,,,,,,,
minecraft,white_bed,Yes,24,0,0,24,36,0,util.bed,1,,,,,,,,,,,,,,,
minecraft,white_candle,Yes,6,6,0,10,4,0,minecraft.candle,1,util.dye,1,,,,,,,,,,,,,
minecraft,white_carpet,Yes,5.33,0,0,5.33,5.33,0,util.wool,0.67,,,,,,,,,,,,,,,
minecraft,white_concrete,Yes,0.00,20,0,6.00,0.00,0,util.concrete,1,,,,,,,,,,,,,,,
minecraft,white_concrete_powder,Yes,0.00,20,0,4.00,0.00,0,util.concrete_powder,1,,,,,,,,,,,,,,,
minecraft,white_dye,Yes,0,4,0,4,0,0,util.dye,1,,,,,,,,,,,,,,,
minecraft,white_glazed_terracotta,Yes,0,0,0,0,0,0,minecraft.terracotta,1,,,,,,,,,,,,,,,
minecraft,white_shulker_box,Yes,16,16,0,0,40,16,minecraft.shulker_box,1,,,,,,,,,,,,,,,
minecraft,white_stained_glass,Yes,0,2,0,0,0,0,minecraft.glass,1,,,,,,,,,,,,,,,
minecraft,white_stained_glass_pane,Yes,0,1,0,0,0,0,minecraft.glass_pane,1,,,,,,,,,,,,,,,
minecraft,white_terracotta,Yes,0,0,0,0,0,0,minecraft.terracotta,1,,,,,,,,,,,,,,,
minecraft,white_tulip,Yes,0,0,0,2,2,0,util.flower,1,,,,,,,,,,,,,,,
minecraft,white_wool,Yes,8,0,0,8,8,0,util.wool,1,,,,,,,,,,,,,,,
minecraft,wild_armor_trim,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,wildflowers,Yes,0,0,0,2,2,0,util.flower,1,,,,,,,,,,,,,,,
minecraft,wither_rose,Yes,0,0,0,2,2,0,util.flower,1,,,,,,,,,,,,,,,
minecraft,wither_skeleton_skull,Yes,0,4,0,0,0,4,,,,,,,,,,,,,,,,,
minecraft,wooden_axe,Yes,0,0,0,0,16,0,minecraft.stick,2,util.planks,3,,,,,,,,,,,,,
util,wooden_button,No,0,0,0,0,4,0,util.planks,1,,,,,,,,,,,,,,,
util,wooden_door,No,0,0,0,0,8,0,util.planks,2,,,,,,,,,,,,,,,
minecraft,wooden_hoe,Yes,0,0,0,0,12,0,minecraft.stick,2,util.planks,2,,,,,,,,,,,,,
minecraft,wooden_pickaxe,Yes,0,0,0,0,16,0,minecraft.stick,2,util.planks,3,,,,,,,,,,,,,
util,wooden_pressure_plate,No,0,0,0,0,8,0,util.planks,2,,,,,,,,,,,,,,,
minecraft,wooden_shovel,Yes,0,0,0,0,8,0,minecraft.stick,2,util.planks,1,,,,,,,,,,,,,
util,wooden_slab,No,0,0,0,0,2,0,util.planks,0.5,,,,,,,,,,,,,,,
util,wooden_stairs,No,0,0,0,0,6,0,util.planks,1.5,,,,,,,,,,,,,,,
minecraft,wooden_sword,Yes,0,0,0,0,10,0,minecraft.stick,1,util.planks,2,,,,,,,,,,,,,
util,wooden_trapdoor,No,0,0,0,0,12,0,util.planks,3,,,,,,,,,,,,,,,
util,wool,No,8,0,0,8,8,0,minecraft.string,4,,,,,,,,,,,,,,,
minecraft,writable_book,Yes,4,12,0,10,8,0,minecraft.book,1,minecraft.ink_sac,1,minecraft.feather,1,,,,,,,,,,,
minecraft,written_book,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,yellow_banner,Yes,48,0,0,48,48,0,util.banner,1,,,,,,,,,,,,,,,
minecraft,yellow_bed,Yes,24,0,0,24,36,0,util.bed,1,,,,,,,,,,,,,,,
minecraft,yellow_candle,Yes,6,6,0,10,4,0,minecraft.candle,1,util.dye,1,,,,,,,,,,,,,
minecraft,yellow_carpet,Yes,5.33,0,0,5.33,5.33,0,util.wool,0.67,,,,,,,,,,,,,,,
minecraft,yellow_concrete,Yes,0,20,0,6,0,0,util.concrete,1,,,,,,,,,,,,,,,
minecraft,yellow_concrete_powder,Yes,0,20,0,4,0,0,util.concrete_powder,1,,,,,,,,,,,,,,,
minecraft,yellow_dye,Yes,0,4,0,4,0,0,util.dye,1,,,,,,,,,,,,,,,
minecraft,yellow_glazed_terracotta,Yes,0,0,0,0,0,0,minecraft.terracotta,1,,,,,,,,,,,,,,,
minecraft,yellow_shulker_box,Yes,16,16,0,0,40,16,minecraft.shulker_box,1,,,,,,,,,,,,,,,
minecraft,yellow_stained_glass,Yes,0,2,0,0,0,0,minecraft.glass,1,,,,,,,,,,,,,,,
minecraft,yellow_stained_glass_pane,Yes,0,1,0,0,0,0,minecraft.glass_pane,1,,,,,,,,,,,,,,,
minecraft,yellow_terracotta,Yes,0,0,0,0,0,0,minecraft.terracotta,1,,,,,,,,,,,,,,,
minecraft,yellow_wool,Yes,8,0,0,8,8,0,util.wool,1,,,,,,,,,,,,,,,
minecraft,zombie_head,Yes,0,0,0,0,4,4,util.head,1,,,,,,,,,,,,,,,
